Date,ITUB4.SA,PETR4.SA,VALE3.SA,WEGE3.SA,^BVSP
2025-09-17,34.877044677734375,29.83245849609375,54.92463302612305,35.25112533569336,145594.0
2025-09-18,34.92240524291992,29.54090690612793,54.820106506347656,35.27033233642578,145500.0
2025-09-19,35.38513946533203,29.211732864379883,55.03866195678711,34.90542984008789,145865.0
2025-09-22,34.877044677734375,29.50328826904297,55.11468505859375,35.63523483276367,145109.0
2025-09-23,35.430503845214844,30.001747131347656,54.80109786987305,35.24152755737305,146425.0
2025-09-24,35.194602966308594,30.67890167236328,55.010154724121094,35.42397689819336,146492.0
2025-09-25,34.91333770751953,30.434377670288086,55.31423568725586,34.90542984008789,145306.0
2025-09-26,35.08572006225586,30.330921173095703,54.24995422363281,34.876625061035156,145447.0
2025-09-29,35.28533935546875,29.917102813720703,54.43050003051758,35.03096008300781,146337.0
2025-09-30,35.448646545410156,29.58793067932129,54.715579986572266,35.242862701416016,146237.0
2025-10-01,34.81110382080078,29.512691497802734,55.409263610839844,34.47231674194336,145517.0
2025-10-02,34.429866790771484,29.23054313659668,55.77986145019531,34.799800872802734,143950.0
2025-10-03,34.68402862548828,29.155303955078125,55.67533493041992,35.05985641479492,144201.0
2025-10-06,34.284629821777344,28.891963958740234,56.625587463378906,34.366363525390625,143608.0
2025-10-07,33.74000549316406,28.995420455932617,55.82737350463867,34.41452407836914,141356.0
2025-10-08,33.80353546142578,28.82613182067871,56.25498962402344,34.1929931640625,142145.0
2025-10-09,33.74908447265625,28.41231346130371,56.16946792602539,35.830406188964844,141708.0
2025-10-10,33.7127685546875,28.15838050842285,55.941402435302734,35.33917999267578,140680.0
2025-10-13,33.84892654418945,28.431121826171875,56.77762985229492,36.446842193603516,141783.0
2025-10-14,33.994163513183594,28.233619689941406,56.77762985229492,35.955623626708984,141683.0
2025-10-15,33.994163513183594,27.979686737060547,57.8324089050293,36.04230499267578,142604.0
2025-10-16,33.91246795654297,27.697538375854492,57.30026626586914,37.01512145996094,142200.0
2025-10-17,34.030479431152344,27.960878372192383,57.13872528076172,38.671791076660156,143399.0
2025-10-20,34.638641357421875,27.979686737060547,57.87042236328125,38.084251403808594,144509.0
2025-10-21,34.31186294555664,27.75396728515625,57.775394439697266,38.20946502685547,144085.0
2025-10-22,34.593265533447266,28.07373809814453,58.80167007446289,38.54658126831055,144873.0
2025-10-23,34.56602478027344,28.393505096435547,58.6876335144043,39.91429901123047,145721.0
2025-10-24,34.5206413269043,28.0643310546875,58.65913009643555,39.84687805175781,146172.0
2025-10-27,34.81110382080078,28.21480941772461,58.592613220214844,40.13582992553711,146969.0
2025-10-28,34.929115295410156,28.20540428161621,59.10574722290039,40.76190185546875,147429.0
2025-10-29,35.709754943847656,28.233619689941406,60.179534912109375,40.50183868408203,148633.0
2025-10-30,35.66436767578125,28.11135482788086,60.635658264160156,39.92393112182617,148780.0
2025-10-31,35.80052947998047,27.979686737060547,62.013526916503906,40.54999923706055,149540.0
2025-11-03,36.39775848388672,28.30885887145996,62.09904479980469,41.22422790527344,150454.0
2025-11-04,36.28878402709961,28.449932098388672,61.405364990234375,41.17607116699219,150704.0
2025-11-05,36.44316864013672,29.014230728149414,62.46014404296875,41.90808868408203,153294.0
2025-11-06,36.44316864013672,29.164710998535156,62.24158477783203,42.29336166381836,153339.0
2025-11-07,36.4794921875,30.265087127685547,61.55739974975586,43.343231201171875,154064.0
2025-11-10,36.72468566894531,30.434377670288086,61.96601104736328,43.699607849121094,155257.0
2025-11-11,37.433021545410156,31.22439193725586,61.80447006225586,44.33530807495117,157749.0
2025-11-12,36.57938766479492,30.424968719482422,62.488651275634766,43.237281799316406,157633.0
2025-11-13,36.72468566894531,30.556642532348633,62.40312576293945,43.169857025146484,157162.0
2025-11-14,36.86998748779297,30.7541446685791,62.02302169799805,42.8038444519043,157739.0
2025-11-17,36.5975456237793,30.923433303833008,61.97551345825195,42.35115432739258,156993.0
2025-11-18,36.415916442871094,31.026885986328125,61.785457611083984,41.84066390991211,156522.0
2025-11-19,36.18888854980469,30.867002487182617,61.71894073486328,42.042938232421875,155381.0
2025-11-21,36.29786682128906,30.631879806518555,61.91850280761719,41.62876892089844,154770.0
2025-11-24,36.161643981933594,30.60366439819336,61.85197830200195,41.59986877441406,155278.0
2025-11-25,36.243377685546875,30.359134674072266,62.33660888671875,41.37833786010742,155910.0
2025-11-26,37.09701156616211,30.312110900878906,63.267860412597656,42.765323638916016,158555.0
2025-11-27,36.96987533569336,30.471996307373047,63.030296325683594,42.42820739746094,158292.0
2025-11-28,37.814430236816406,29.89829444885254,64.04706573486328,42.620845794677734,159072.0
2025-12-01,37.52157974243164,29.95472526550293,64.54119110107422,43.516605377197266,158611.0
2025-12-02,38.35740661621094,30.161630630493164,65.0733413696289,43.9307746887207,161092.0
2025-12-03,38.35740661621094,30.387351989746094,67.17340087890625,43.391387939453125,161755.0
2025-12-04,39.30226516723633,30.584854125976562,68.34220886230469,44.26997375488281,164456.0
2025-12-05,37.48523712158203,29.50328826904297,66.7267837524414,45.43753433227539,157369.0
2025-12-08,37.66693878173828,29.77602767944336,66.2706527709961,46.478607177734375,158187.0
